id,at,actor,action,tbl,row_key,changes
267,2026-09-15T22:23:44.162387+00:00,Emma,insert,measurements,2026-09-07 / plant 12,"{""lai"":null,""note"":null,""spad"":null,""leaves"":0,""obs_date"":""2026-09-07"",""plant_id"":12,""height_cm"":null,""updated_at"":""2026-09-15T22:23:43.984+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
268,2026-09-15T22:23:45.04123+00:00,Emma,update,measurements,2026-09-07 / plant 12,"{""height_cm"":0}"
269,2026-09-15T22:23:46.212346+00:00,Emma,insert,measurements,2026-09-07 / plant 11,"{""lai"":null,""note"":null,""spad"":null,""leaves"":0,""obs_date"":""2026-09-07"",""plant_id"":11,""height_cm"":null,""updated_at"":""2026-09-15T22:23:46.022+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
270,2026-09-15T22:23:47.501743+00:00,Emma,update,measurements,2026-09-07 / plant 11,"{""height_cm"":0}"
271,2026-09-15T22:23:49.143103+00:00,Emma,insert,measurements,2026-09-07 / plant 10,"{""lai"":null,""note"":null,""spad"":null,""leaves"":0,""obs_date"":""2026-09-07"",""plant_id"":10,""height_cm"":null,""updated_at"":""2026-09-15T22:23:48.946+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
272,2026-09-15T22:23:50.118813+00:00,Emma,update,measurements,2026-09-07 / plant 10,"{""height_cm"":0}"
273,2026-09-15T22:23:54.115844+00:00,Emma,insert,measurements,2026-09-06 / plant 1,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-06"",""plant_id"":1,""height_cm"":0,""updated_at"":""2026-09-15T22:23:53.936+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
274,2026-09-15T22:23:55.505315+00:00,Emma,update,measurements,2026-09-06 / plant 1,"{""leaves"":0}"
275,2026-09-15T22:23:56.963541+00:00,Emma,insert,measurements,2026-09-06 / plant 2,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-06"",""plant_id"":2,""height_cm"":0,""updated_at"":""2026-09-15T22:23:56.776+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
276,2026-09-15T22:23:57.826009+00:00,Emma,update,measurements,2026-09-06 / plant 2,"{""leaves"":0}"
277,2026-09-15T22:23:59.320872+00:00,Emma,insert,measurements,2026-09-06 / plant 3,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-06"",""plant_id"":3,""height_cm"":0,""updated_at"":""2026-09-15T22:23:59.138+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
278,2026-09-15T22:24:00.183189+00:00,Emma,update,measurements,2026-09-06 / plant 3,"{""leaves"":0}"
279,2026-09-15T22:24:06.063797+00:00,Emma,update,measurements,2026-09-06 / plant 3,"{""leaves"":null}"
280,2026-09-15T22:24:07.68693+00:00,Emma,delete,measurements,2026-09-06 / plant 3,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-06"",""plant_id"":3,""height_cm"":0,""updated_at"":""2026-09-15T22:24:05.882+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
281,2026-09-15T22:24:09.50572+00:00,Emma,update,measurements,2026-09-06 / plant 2,"{""leaves"":null}"
282,2026-09-15T22:24:10.93315+00:00,Emma,delete,measurements,2026-09-06 / plant 2,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-06"",""plant_id"":2,""height_cm"":0,""updated_at"":""2026-09-15T22:24:09.33+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
283,2026-09-15T22:24:13.546723+00:00,Emma,update,measurements,2026-09-06 / plant 1,"{""leaves"":null}"
284,2026-09-15T22:24:14.477397+00:00,Emma,delete,measurements,2026-09-06 / plant 1,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-06"",""plant_id"":1,""height_cm"":0,""updated_at"":""2026-09-15T22:24:13.373+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
285,2026-09-15T22:24:51.95092+00:00,Emma,insert,measurements,2026-09-15 / plant 1,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-15"",""plant_id"":1,""height_cm"":0,""updated_at"":""2026-09-15T22:24:51.623+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
286,2026-09-15T22:24:54.329849+00:00,Emma,update,measurements,2026-09-15 / plant 1,"{""leaves"":0}"
287,2026-09-15T22:24:55.40833+00:00,Emma,insert,measurements,2026-09-15 / plant 2,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-15"",""plant_id"":2,""height_cm"":0,""updated_at"":""2026-09-15T22:24:55.228+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
288,2026-09-15T22:24:56.416819+00:00,Emma,update,measurements,2026-09-15 / plant 2,"{""leaves"":0}"
289,2026-09-15T22:24:57.982766+00:00,Emma,insert,measurements,2026-09-15 / plant 3,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-15"",""plant_id"":3,""height_cm"":0,""updated_at"":""2026-09-15T22:24:57.797+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
290,2026-09-15T22:24:59.097504+00:00,Emma,update,measurements,2026-09-15 / plant 3,"{""leaves"":0}"
291,2026-09-15T22:25:03.435575+00:00,Emma,insert,measurements,2026-09-15 / plant 6,"{""lai"":null,""note"":null,""spad"":null,""leaves"":0,""obs_date"":""2026-09-15"",""plant_id"":6,""height_cm"":null,""updated_at"":""2026-09-15T22:25:03.259+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
292,2026-09-15T22:25:04.276837+00:00,Emma,update,measurements,2026-09-15 / plant 6,"{""height_cm"":0}"
293,2026-09-15T22:25:08.657017+00:00,Emma,insert,measurements,2026-09-15 / plant 4,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-15"",""plant_id"":4,""height_cm"":6,""updated_at"":""2026-09-15T22:25:08.469+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
294,2026-09-15T22:25:10.654258+00:00,Emma,update,measurements,2026-09-15 / plant 4,"{""leaves"":1}"
295,2026-09-15T22:25:13.734658+00:00,Emma,insert,measurements,2026-09-15 / plant 5,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-15"",""plant_id"":5,""height_cm"":2,""updated_at"":""2026-09-15T22:25:13.557+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
296,2026-09-15T22:25:16.103334+00:00,Emma,update,measurements,2026-09-15 / plant 5,"{""leaves"":2}"
297,2026-09-15T22:25:26.1068+00:00,Emma,update,measurements,2026-09-15 / plant 5,"{""height_cm"":null}"
298,2026-09-15T22:25:27.03628+00:00,Emma,update,measurements,2026-09-15 / plant 5,"{""height_cm"":7}"
299,2026-09-15T22:25:32.088391+00:00,Emma,insert,measurements,2026-09-15 / plant 7,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-15"",""plant_id"":7,""height_cm"":0,""updated_at"":""2026-09-15T22:25:31.899+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
300,2026-09-15T22:25:32.920321+00:00,Emma,update,measurements,2026-09-15 / plant 7,"{""leaves"":0}"
301,2026-09-15T22:25:40.856795+00:00,Emma,insert,measurements,2026-09-15 / plant 8,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-15"",""plant_id"":8,""height_cm"":7,""updated_at"":""2026-09-15T22:25:40.674+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
302,2026-09-15T22:25:44.181143+00:00,Emma,update,measurements,2026-09-15 / plant 8,"{""leaves"":3}"
303,2026-09-15T22:25:49.500407+00:00,Emma,insert,measurements,2026-09-15 / plant 9,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-15"",""plant_id"":9,""height_cm"":7.5,""updated_at"":""2026-09-15T22:25:49.322+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
304,2026-09-15T22:25:53.962014+00:00,Emma,update,measurements,2026-09-15 / plant 9,"{""leaves"":2}"
305,2026-09-15T22:25:57.68116+00:00,Emma,insert,measurements,2026-09-15 / plant 10,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-15"",""plant_id"":10,""height_cm"":6,""updated_at"":""2026-09-15T22:25:57.487+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
306,2026-09-15T22:25:59.592995+00:00,Emma,update,measurements,2026-09-15 / plant 10,"{""leaves"":3}"
307,2026-09-15T22:26:01.540001+00:00,Emma,insert,measurements,2026-09-15 / plant 11,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-15"",""plant_id"":11,""height_cm"":5,""updated_at"":""2026-09-15T22:26:01.36+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
308,2026-09-15T22:26:03.521688+00:00,Emma,update,measurements,2026-09-15 / plant 11,"{""leaves"":2}"
309,2026-09-15T22:26:06.446121+00:00,Emma,insert,measurements,2026-09-15 / plant 12,"{""lai"":null,""note"":null,""spad"":null,""leaves"":null,""obs_date"":""2026-09-15"",""plant_id"":12,""height_cm"":8.5,""updated_at"":""2026-09-15T22:26:06.268+00:00"",""recorded_by"":""Emma"",""internode_cm"":null}"
310,2026-09-15T22:26:08.056625+00:00,Emma,update,measurements,2026-09-15 / plant 12,"{""leaves"":2}"
311,2026-09-15T22:26:17.953752+00:00,Emma,update,measurements,2026-09-15 / plant 12,"{""height_cm"":9.5}"
